Wavelength (nm),Channel g (%),Channel r (%),Channel i (%),Channel z (%)
668.1818181818182,0.002397854788092594,0.7114372488337498,0.11371727213832325,0.0003229675073653137
675.7575757575758,0.001300973717357614,0.5442418541164964,0.2724543757635052,0.00043936717662840106
683.3333333333334,0.0003793402161485306,0.4147615255255873,0.39773718057876517,0.0007680544345557631
690.909090909091,0.0,0.35218590658779053,0.4528238536340157,0.0012091370295165267
698.4848484848485,0.0,0.17359969058858102,0.6261875243066929,0.0024069784844850915
706.060606060606,0.0,0.02790538150872406,0.772443033204947,0.0032502609172581666
713.6363636363636,0.0,0.017232926570357517,0.7738918257396867,0.002969050105629938
721.2121212121212,0.0,0.016512578079578188,0.7615477277790215,0.0029483105349524773
728.7878787878788,0.0,0.015114791554661222,0.7488996191917732,0.003206291124597368
736.3636363636364,0.0,0.010630129454099451,0.7385140073569181,0.002933402340894033
743.939393939394,0.0,0.01112578624689502,0.7227013626427528,0.0025348198881913657
751.5151515151515,0.0,0.01224753773128954,0.7067379763514396,0.0017609524852059437
759.0909090909091,0.0,0.010935802329675458,0.693473985375137,0.0016498356027681586
766.6666666666667,0.0,0.010362986497230432,0.6778860882752971,0.0023135777030223134
774.2424242424242,0.0,0.00776546507512939,0.6623009130353114,0.002471539495439734
781.8181818181818,0.0,0.006747667831085072,0.6516506840931284,0.0021461436952728255
789.3939393939395,0.0,0.005622595105452579,0.6367665651807702,0.0027631529468708717
796.969696969697,0.0,0.006119121603324393,0.6157552623443373,0.004789131047008356
804.5454545454545,0.0,0.005394694488698532,0.5874148422013433,0.012598873632392192
812.1212121212121,0.0,0.003843830845057131,0.5368943834822056,0.04355538167737199
819.6969696969697,0.0,0.0035138303970418706,0.4438948823499314,0.11556147255387961
827.2727272727273,0.0,0.002641135802987361,0.3328020658387263,0.20867602292681506
834.8484848484849,0.0,0.003176135355601482,0.231336796888351,0.28849331461926087
842.4242424242425,0.0,0.004186137480003145,0.12924345556069794,0.36775608216415373
850.0,0.0,0.004200540176907988,0.0411851225257465,0.43497404772765186
857.5757575757576,0.0,0.004510320687131297,0.013688853505929814,0.4380887566066291
865.1515151515151,0.0,0.0027845495632738923,0.010768519935841147,0.4174971222435087
872.7272727272727,0.0,0.001292453455323369,0.009149788025566036,0.3957621809925737
880.3030303030304,0.0,0.0010096123367258577,0.007342972981514981,0.37198268379255733
887.8787878787879,0.0,0.0011368259533888288,0.006536772482491553,0.3464060335052165
895.4545454545455,0.0,0.0010844389327179967,0.006067316832951991,0.32296664090331145
903.030303030303,0.0,0.000954223033562383,0.005852475867641766,0.300884148223512
910.6060606060606,0.0,0.0012523288791072371,0.005667045713336071,0.27746667759925486
918.1818181818182,0.0,0.0017429996751605586,0.005225860534218005,0.2539049715243097
925.7575757575758,0.0,0.0016368996323275998,0.0045635200103488,0.23171143368672364
933.3333333333334,0.0,0.001092311453748128,0.0037612806072559756,0.2105589568296414
940.909090909091,0.0,0.0006469678051445332,0.0030928602562124924,0.1907205260162904
948.4848484848485,0.0,0.0004589908818307799,0.0026291528997986757,0.17029815403094725
956.0606060606061,0.0,0.0003860178346936889,0.0022873565289394625,0.150460336269881
963.6363636363636,0.0,0.00029802462005096666,0.0019284205115849917,0.13352599911354868
971.2121212121212,0.0,0.00023837978786116668,0.001584208930420141,0.11714345660132144
978.7878787878789,0.0,0.0002038497050273716,0.0013006173496881747,0.10130117967177578
986.3636363636364,0.0,0.00015987501033702737,0.0010678470090780844,0.08654183097581444
993.939393939394,0.0,0.0001233742130226454,0.0008973043391459454,0.07308981484682688
1001.5151515151515,0.0,0.00010737812398787605,0.0008297663834903597,0.06071104674394789
1009.0909090909091,0.0,8.604330118457414e-05,0.0007846484776825967,0.04976795944703613
1016.6666666666667,0.0,5.820020069474466e-05,0.0006999321586267377,0.040151098762979544
1024.2424242424242,0.0,3.8529446280647064e-05,0.0005794326159213894,0.031806744578040995
1031.818181818182,0.0,2.7078358116827693e-05,0.0004496632998551681,0.024746796169268424
1039.3939393939395,0.0,1.9538012853562034e-05,0.0003219213759497604,0.01879647819053358
1046.969696969697,0.0,1.3866143735009086e-05,0.00020863054419962564,0.01394620596730942
1054.5454545454545,0.0,8.724100642606314e-06,0.00013206536852260613,0.010107135955110045
1062.121212121212,0.0,4.896730043995361e-06,8.491038577710899e-05,0.007182946893347875
1069.6969696969697,0.0,3.2252107237115116e-06,4.893861777899033e-05,0.004953890330839239
1077.2727272727273,0.0,1.8298830212269413e-06,2.348491609121122e-05,0.003351621756033095
1084.848484848485,0.0,2.4864600086045375e-07,1.369401387301676e-05,0.002299558529714832
1092.4242424242425,0.0,0.0,1.780140304231145e-05,0.0016440659505437061
1100.0,0.0,0.0,3.117275220372569e-05,0.0012385629203577493
